SGX,SGY,SGZ,vx,vy,vz,vr
1.4209581081315168,47.0632987173548,-147.58568780448923,362.2259521484375,153.92681884765625,40.507076263427734,11.4950299716066
9.233458108131517,47.0632987173548,-147.58568780448923,362.2259521484375,153.92681884765625,40.507076263427734,29.7109797218971
1.4209581081315168,54.8757987173548,-147.58568780448923,362.2259521484375,153.92681884765625,40.507076263427734,18.94592122599467
9.233458108131517,54.8757987173548,-147.58568780448923,362.2259521484375,153.92681884765625,40.507076263427734,36.85577608477251
1.4209581081315168,47.0632987173548,-139.77318780448923,362.2259521484375,153.92681884765625,40.507076263427734,14.219256321510276
9.233458108131517,47.0632987173548,-139.77318780448923,362.2259521484375,153.92681884765625,40.507076263427734,33.34242818959614
1.4209581081315168,54.8757987173548,-139.77318780448923,362.2259521484375,153.92681884765625,40.507076263427734,21.974051056994327
17.045958108131515,47.0632987173548,-147.58568780448923,362.2259521484375,153.92681884765625,40.507076263427734,47.74372607557441
17.045958108131515,54.8757987173548,-147.58568780448923,362.2259521484375,153.92681884765625,40.507076263427734,54.572633453268814
17.045958108131515,47.0632987173548,-139.77318780448923,362.2259521484375,153.92681884765625,40.507076263427734,52.24768622072623
24.858458108131515,47.0632987173548,-147.58568780448923,266.0841369628906,112.03658294677734,30.36859893798828,47.20050973226126
24.858458108131515,54.8757987173548,-147.58568780448923,266.0841369628906,112.03658294677734,30.36859893798828,51.945828664222105
24.858458108131515,47.0632987173548,-139.77318780448923,266.0841369628906,112.03658294677734,30.36859893798828,51.09871329105195
24.858458108131515,54.8757987173548,-139.77318780448923,266.0841369628906,112.03658294677734,30.36859893798828,55.963459730309
1.4209581081315168,62.6882987173548,-147.58568780448923,282.2621154785156,94.9025650024414,-24.916717529296875,62.53488762065724
9.233458108131517,62.6882987173548,-147.58568780448923,282.2621154785156,94.9025650024414,-24.916717529296875,76.16362262786681
1.4209581081315168,62.6882987173548,-139.77318780448923,282.2621154785156,94.9025650024414,-24.916717529296875,64.1869479939461
17.045958108131515,62.6882987173548,-147.58568780448923,282.2621154785156,94.9025650024414,-24.916717529296875,89.53773284987149
24.858458108131515,62.6882987173548,-147.58568780448923,204.73483276367188,5.244844436645508,-77.95768737792969,104.29743800240365
24.858458108131515,62.6882987173548,-139.77318780448923,204.73483276367188,5.244844436645508,-77.95768737792969,105.1256560173024
1.4209581081315168,70.5007987173548,-147.58568780448923,206.37545776367188,173.46109008789062,-153.67196655273438,215.2166471741528
9.233458108131517,70.5007987173548,-147.58568780448923,206.37545776367188,173.46109008789062,-153.67196655273438,224.72455232179723
1.4209581081315168,70.5007987173548,-139.77318780448923,206.37545776367188,173.46109008789062,-153.67196655273438,217.18880301295005
9.233458108131517,70.5007987173548,-139.77318780448923,206.37545776367188,173.46109008789062,-153.67196655273438,227.1022694256753
17.045958108131515,70.5007987173548,-147.58568780448923,206.37545776367188,173.46109008789062,-153.67196655273438,233.6743550786004
17.045958108131515,70.5007987173548,-139.77318780448923,206.37545776367188,173.46109008789062,-153.67196655273438,236.3988709572678
24.858458108131515,70.5007987173548,-147.58568780448923,134.6121368408203,124.85135650634766,-223.0493927001953,272.41128911208807
24.858458108131515,70.5007987173548,-139.77318780448923,134.6121368408203,124.85135650634766,-223.0493927001953,273.3277841165794
-6.391541891868483,31.438298717354797,-139.77318780448923,349.0616455078125,212.21420288085938,-80.45083618164062,109.37685687859178
1.4209581081315168,31.438298717354797,-139.77318780448923,355.53106689453125,279.3476257324219,-11.237411499023438,75.78648173777141
-6.391541891868483,39.2507987173548,-139.77318780448923,378.78057861328125,192.23028564453125,-13.039894104003906,47.80352578978302
1.4209581081315168,39.2507987173548,-139.77318780448923,362.2259521484375,153.92681884765625,40.507076263427734,6.162100845306085
-6.391541891868483,31.438298717354797,-131.96068780448923,386.2974853515625,320.40179443359375,-104.62747192382812,157.65733766872754
1.4209581081315168,31.438298717354797,-131.96068780448923,337.9974060058594,375.0220947265625,-164.4116973876953,250.3750037433927
-6.391541891868483,39.2507987173548,-131.96068780448923,424.4752197265625,207.76199340820312,-32.08796691894531,70.20702924340539
9.233458108131517,31.438298717354797,-139.77318780448923,355.53106689453125,279.3476257324219,-11.237411499023438,94.98087650974871
9.233458108131517,39.2507987173548,-139.77318780448923,362.2259521484375,153.92681884765625,40.507076263427734,25.602982840845602
9.233458108131517,31.438298717354797,-131.96068780448923,337.9974060058594,375.0220947265625,-164.4116973876953,269.23152668182814
17.045958108131515,31.438298717354797,-139.77318780448923,355.53106689453125,279.3476257324219,-11.237411499023438,113.76324286077042
17.045958108131515,39.2507987173548,-139.77318780448923,362.2259521484375,153.92681884765625,40.507076263427734,44.83901681495224
17.045958108131515,31.438298717354797,-131.96068780448923,337.9974060058594,375.0220947265625,-164.4116973876953,287.0627642435826
24.858458108131515,31.438298717354797,-139.77318780448923,253.86354064941406,337.3324890136719,21.933181762695312,95.25165259223435
24.858458108131515,39.2507987173548,-139.77318780448923,266.0841369628906,112.03658294677734,30.36859893798828,45.94426685070486
24.858458108131515,31.438298717354797,-131.96068780448923,250.81881713867188,390.2756042480469,-229.94309997558594,354.1950393234167
24.858458108131515,39.2507987173548,-131.96068780448923,208.75546264648438,82.27423858642578,-196.90769958496094,245.90839645474463
-14.204041891868483,39.2507987173548,-139.77318780448923,257.1614074707031,189.6866455078125,-146.64947509765625,166.51669727410305
