sgx,sgy,sgz
-3262.99,3764.46,-4329.66
-3137.5,3889.95,-4329.66
-2886.52,4015.44,-4329.66
-2384.56,4015.44,-4329.66
-2761.03,4140.93,-4329.66
-2635.54,4140.93,-4329.66
-2886.52,-4957.11,-4266.91
-2761.03,-4957.11,-4266.91
-2635.54,-4957.11,-4266.91
-3137.5,-4831.62,-4266.91
-3012.01,-4831.62,-4266.91
-2510.05,-4831.62,-4266.91
-2384.56,-4831.62,-4266.91
-3388.48,-4706.13,-4266.91
-3262.99,-4706.13,-4266.91
-2259.07,-4706.13,-4266.91
-3513.97,-4580.64,-4266.91
-2133.58,-4580.64,-4266.91
-3639.46,-4455.15,-4266.91
-2008.09,-4455.15,-4266.91
-1882.6,-4455.15,-4266.91
-3764.95,-4329.66,-4266.91
-1757.11,-4329.66,-4266.91
-4015.93,-4204.17,-4266.91
-3890.44,-4204.17,-4266.91
-1631.62,-4204.17,-4266.91
-4141.42,-4078.68,-4266.91
-1506.13,-4078.68,-4266.91
-4266.91,-3953.19,-4266.91
-4392.4,-3827.7,-4266.91
-1380.64,-3827.7,-4266.91
-4517.89,-3702.21,-4266.91
-1255.15,-3702.21,-4266.91
-1129.66,-3576.72,-4266.91
-4643.38,-3451.23,-4266.91
-4768.87,-3325.74,-4266.91
-1004.17,-3325.74,-4266.91
-4894.36,-3200.25,-4266.91
-878.677,-3200.25,-4266.91
-5019.85,-3074.75,-4266.91
-5145.34,-2949.26,-4266.91
-753.187,-2949.26,-4266.91
-5270.83,-2823.77,-4266.91
-627.696,-2698.28,-4266.91
-5396.32,-2572.79,-4266.91
-502.206,-2572.79,-4266.91
-5521.81,-2447.3,-4266.91
-376.716,-2321.81,-4266.91
-5647.3,-2196.32,-4266.91
-251.226,-2070.83,-4266.91
-5772.79,-1945.34,-4266.91
-125.735,-1945.34,-4266.91
-0.245117,-1694.36,-4266.91
-5898.28,-1443.38,-4266.91
125.245,-1443.38,-4266.91
250.735,-1192.4,-4266.91
376.226,-941.422,-4266.91
501.715,-690.441,-4266.91
627.205,-188.48,-4266.91
-5898.28,-62.9902,-4266.91
627.205,313.48,-4266.91
-5772.79,438.971,-4266.91
501.715,438.971,-4266.91
376.226,564.461,-4266.91
250.735,689.951,-4266.91
-5647.3,815.441,-4266.91
125.245,940.932,-4266.91
-5521.81,1066.42,-4266.91
-0.245117,1191.91,-4266.91
-5396.32,1317.4,-4266.91
-5270.83,1568.38,-4266.91
-125.735,1568.38,-4266.91
-5145.34,1819.36,-4266.91
-5019.85,1944.85,-4266.91
-4894.36,2195.83,-4266.91
-4768.87,2321.32,-4266.91
-4643.38,2446.81,-4266.91
-4517.89,2572.3,-4266.91
-4392.4,2697.79,-4266.91
-4266.91,2823.29,-4266.91
-4141.42,2948.78,-4266.91
-376.716,2948.78,-4266.91
-251.226,2948.78,-4266.91
-627.696,3074.27,-4266.91
-502.206,3074.27,-4266.91
-4015.93,3199.76,-4266.91
-753.187,3199.76,-4266.91
-3890.44,3325.24,-4266.91
-1004.17,3325.24,-4266.91
-878.677,3325.24,-4266.91
-3764.95,3450.73,-4266.91
-1255.15,3450.73,-4266.91
-1129.66,3450.73,-4266.91
-3639.46,3576.22,-4266.91
-3513.97,3576.22,-4266.91
-1506.13,3576.22,-4266.91
-1380.64,3576.22,-4266.91
-3388.48,3701.71,-4266.91
-1882.6,3701.71,-4266.91
-1757.11,3701.71,-4266.91
-1631.62,3701.71,-4266.91
-3262.99,3827.21,-4266.91
-2133.58,3827.21,-4266.91
-2008.09,3827.21,-4266.91
-3137.5,3952.7,-4266.91
-3012.01,3952.7,-4266.91
-2259.07,3952.7,-4266.91
-2886.52,4078.19,-4266.91
-2510.05,4078.19,-4266.91
-2384.56,4078.19,-4266.91
-2761.03,4203.68,-4266.91
-2635.54,4203.68,-4266.91
-2949.26,-4894.36,-4266.91
-2572.79,-4894.36,-4266.91
-3200.25,-4768.87,-4266.91
-2321.81,-4768.87,-4266.91
-3451.23,-4643.38,-4266.91
-2196.32,-4643.38,-4266.91
-3576.72,-4517.89,-4266.91
-2070.83,-4517.89,-4266.91
-3702.21,-4392.4,-4266.91
-1819.85,-4392.4,-4266.91
-3827.7,-4266.91,-4266.91
-1694.36,-4266.91,-4266.91
-4078.68,-4141.42,-4266.91
-1568.87,-4141.42,-4266.91
-4204.17,-4015.93,-4266.91
-1443.38,-4015.93,-4266.91
-4329.66,-3890.44,-4266.91
-1443.38,-3890.44,-4266.91
-4455.15,-3764.95,-4266.91
-1317.89,-3764.95,-4266.91
-4580.64,-3639.46,-4266.91
-1192.4,-3639.46,-4266.91
-4580.64,-3513.97,-4266.91
-1066.91,-3513.97,-4266.91
-4706.13,-3388.48,-4266.91
-1066.91,-3388.48,-4266.91
-4831.62,-3262.99,-4266.91
-941.422,-3262.99,-4266.91
-4957.11,-3137.5,-4266.91
-815.932,-3137.5,-4266.91
-5082.6,-3012.01,-4266.91
-815.932,-3012.01,-4266.91
-5208.09,-2886.52,-4266.91
-690.441,-2886.52,-4266.91
-5333.58,-2761.03,-4266.91
-690.441,-2761.03,-4266.91
-5333.58,-2635.54,-4266.91
-564.951,-2635.54,-4266.91
-5459.07,-2510.05,-4266.91
-439.461,-2510.05,-4266.91
-5584.56,-2384.56,-4266.91
-439.461,-2384.56,-4266.91
-5584.56,-2259.07,-4266.91
-313.971,-2259.07,-4266.91
-5710.05,-2133.58,-4266.91
-313.971,-2133.58,-4266.91
-5710.05,-2008.09,-4266.91
-188.48,-2008.09,-4266.91
-5835.54,-1882.6,-4266.91
-62.9902,-1882.6,-4266.91
-5835.54,-1757.11,-4266.91
-62.9902,-1757.11,-4266.91
-5835.54,-1631.62,-4266.91
62.5,-1631.62,-4266.91
-5835.54,-1506.13,-4266.91
62.5,-1506.13,-4266.91
-5961.03,-1380.64,-4266.91
187.99,-1380.64,-4266.91
-5961.03,-1255.15,-4266.91
187.99,-1255.15,-4266.91
-5961.03,-1129.66,-4266.91
313.48,-1129.66,-4266.91
-5961.03,-1004.17,-4266.91
313.48,-1004.17,-4266.91
-5961.03,-878.677,-4266.91
438.971,-878.677,-4266.91
-5961.03,-753.187,-4266.91
438.971,-753.187,-4266.91
-5961.03,-627.696,-4266.91
564.461,-627.696,-4266.91
-5961.03,-502.206,-4266.91
564.461,-502.206,-4266.91
-5961.03,-376.716,-4266.91
564.461,-376.716,-4266.91
-5961.03,-251.226,-4266.91
564.461,-251.226,-4266.91
-5961.03,-125.735,-4266.91
689.951,-125.735,-4266.91
-5835.54,-0.245117,-4266.91
689.951,-0.245117,-4266.91
-5835.54,125.245,-4266.91
689.951,125.245,-4266.91
-5835.54,250.735,-4266.91
689.951,250.735,-4266.91
-5835.54,376.226,-4266.91
564.461,376.226,-4266.91
-5710.05,501.715,-4266.91
438.971,501.715,-4266.91
-5710.05,627.205,-4266.91
313.48,627.205,-4266.91
-5710.05,752.695,-4266.91
187.99,752.695,-4266.91
-5584.56,878.186,-4266.91
187.99,878.186,-4266.91
-5584.56,1003.68,-4266.91
62.5,1003.68,-4266.91
-5459.07,1129.17,-4266.91
62.5,1129.17,-4266.91
-5459.07,1254.66,-4266.91
-62.9902,1254.66,-4266.91
-5333.58,1380.15,-4266.91
-62.9902,1380.15,-4266.91
-5333.58,1505.64,-4266.91
-62.9902,1505.64,-4266.91
-5208.09,1631.13,-4266.91
-188.48,1631.13,-4266.91
-5208.09,1756.62,-4266.91
-188.48,1756.62,-4266.91
-5082.6,1882.11,-4266.91
-188.48,1882.11,-4266.91
-4957.11,2007.6,-4266.91
-188.48,2007.6,-4266.91
-4957.11,2133.09,-4266.91
-188.48,2133.09,-4266.91
-4831.62,2258.58,-4266.91
-188.48,2258.58,-4266.91
-4706.13,2384.07,-4266.91
-188.48,2384.07,-4266.91
-4580.64,2509.56,-4266.91
-188.48,2509.56,-4266.91
-4455.15,2635.05,-4266.91
-188.48,2635.05,-4266.91
-4329.66,2760.54,-4266.91
-188.48,2760.54,-4266.91
-4204.17,2886.03,-4266.91
-188.48,2886.03,-4266.91
-4078.68,3011.52,-4266.91
-439.461,3011.52,-4266.91
-4078.68,3137.01,-4266.91
-690.441,3137.01,-4266.91
-3953.19,3262.5,-4266.91
-815.932,3262.5,-4266.91
-3827.7,3387.99,-4266.91
-1066.91,3387.99,-4266.91
-3702.21,3513.48,-4266.91
-1317.89,3513.48,-4266.91
-3451.23,3638.97,-4266.91
-1568.87,3638.97,-4266.91
-3325.74,3764.46,-4266.91
-1945.34,3764.46,-4266.91
-3200.25,3889.95,-4266.91
-2196.32,3889.95,-4266.91
-2949.26,4015.44,-4266.91
-2321.81,4015.44,-4266.91
-2823.77,4140.93,-4266.91
-2572.79,4140.93,-4266.91
-2761.03,-5019.85,-4204.17
-3137.5,-4894.36,-4204.17
-3012.01,-4894.36,-4204.17
-3388.48,-4768.87,-4204.17
-3262.99,-4768.87,-4204.17
-3639.46,-4643.38,-4204.17
-3513.97,-4643.38,-4204.17
-3764.95,-4517.89,-4204.17
-3639.46,-4517.89,-4204.17
-3890.44,-4392.4,-4204.17
-3764.95,-4392.4,-4204.17
-1882.6,-4392.4,-4204.17
-4141.42,-4266.91,-4204.17
-4015.93,-4266.91,-4204.17
-3890.44,-4266.91,-4204.17
-4266.91,-4141.42,-4204.17
-4141.42,-4141.42,-4204.17
-4392.4,-4015.93,-4204.17
-4266.91,-4015.93,-4204.17
-1506.13,-4015.93,-4204.17
-4517.89,-3890.44,-4204.17
-4392.4,-3890.44,-4204.17
-4643.38,-3764.95,-4204.17
-4517.89,-3764.95,-4204.17
-4768.87,-3639.46,-4204.17
-4643.38,-3639.46,-4204.17
-4894.36,-3513.97,-4204.17
-4768.87,-3513.97,-4204.17
-4643.38,-3513.97,-4204.17
-5019.85,-3388.48,-4204.17
-4894.36,-3388.48,-4204.17
-4768.87,-3388.48,-4204.17
-5019.85,-3262.99,-4204.17
-4894.36,-3262.99,-4204.17
-5145.34,-3137.5,-4204.17
-5019.85,-3137.5,-4204.17
-5270.83,-3012.01,-4204.17
-5145.34,-3012.01,-4204.17
-5396.32,-2886.52,-4204.17
-5270.83,-2886.52,-4204.17
-5521.81,-2761.03,-4204.17
-5396.32,-2761.03,-4204.17
-627.696,-2761.03,-4204.17
-5521.81,-2635.54,-4204.17
-5396.32,-2635.54,-4204.17
-5647.3,-2510.05,-4204.17
-5521.81,-2510.05,-4204.17
-5647.3,-2384.56,-4204.17
-376.716,-2384.56,-4204.17
-5772.79,-2259.07,-4204.17
-5647.3,-2259.07,-4204.17
-5772.79,-2133.58,-4204.17
-251.226,-2133.58,-4204.17
-5898.28,-2008.09,-4204.17
-5772.79,-2008.09,-4204.17
-5898.28,-1882.6,-4204.17
-5898.28,-1757.11,-4204.17
-0.245117,-1757.11,-4204.17
-6023.77,-1631.62,-4204.17
-5898.28,-1631.62,-4204.17
-6023.77,-1506.13,-4204.17
-5898.28,-1506.13,-4204.17
125.245,-1506.13,-4204.17
-6023.77,-1380.64,-4204.17
-6023.77,-1255.15,-4204.17
250.735,-1255.15,-4204.17
-6023.77,-1129.66,-4204.17
-6023.77,-1004.17,-4204.17
376.226,-1004.17,-4204.17
-6023.77,-878.677,-4204.17
-6023.77,-753.187,-4204.17
501.715,-753.187,-4204.17
-6023.77,-627.696,-4204.17
-6023.77,-502.206,-4204.17
-6023.77,-376.716,-4204.17
627.205,-376.716,-4204.17
-6023.77,-251.226,-4204.17
627.205,-251.226,-4204.17
-6023.77,-125.735,-4204.17
-5898.28,-0.245117,-4204.17
-5898.28,125.245,-4204.17
-5898.28,250.735,-4204.17
-5898.28,376.226,-4204.17
627.205,376.226,-4204.17
-5772.79,501.715,-4204.17
501.715,501.715,-4204.17
627.205,501.715,-4204.17
-5772.79,627.205,-4204.17
376.226,627.205,-4204.17
501.715,627.205,-4204.17
-5772.79,752.695,-4204.17
250.735,752.695,-4204.17
376.226,752.695,-4204.17
-5647.3,878.186,-4204.17
250.735,878.186,-4204.17
-5647.3,1003.68,-4204.17
125.245,1003.68,-4204.17
-5521.81,1129.17,-4204.17
-5521.81,1254.66,-4204.17
-0.245117,1254.66,-4204.17
-5396.32,1380.15,-4204.17
-5396.32,1505.64,-4204.17
-5270.83,1631.13,-4204.17
-125.735,1631.13,-4204.17
-5270.83,1756.62,-4204.17
-125.735,1756.62,-4204.17
-5145.34,1882.11,-4204.17
-125.735,1882.11,-4204.17
-5019.85,2007.6,-4204.17
-125.735,2007.6,-4204.17
-5019.85,2133.09,-4204.17
-125.735,2133.09,-4204.17
-4894.36,2258.58,-4204.17
-125.735,2258.58,-4204.17
-4768.87,2384.07,-4204.17
-125.735,2384.07,-4204.17
-4643.38,2509.56,-4204.17
-125.735,2509.56,-4204.17
-4517.89,2635.05,-4204.17
-125.735,2635.05,-4204.17
-4392.4,2760.54,-4204.17
-4266.91,2886.03,-4204.17
-4266.91,3011.52,-4204.17
-4141.42,3011.52,-4204.17
-4141.42,3137.01,-4204.17
-627.696,3137.01,-4204.17
-4015.93,3262.5,-4204.17
-3890.44,3387.99,-4204.17
-3764.95,3513.48,-4204.17
-3639.46,3638.97,-4204.17
-3513.97,3638.97,-4204.17
-3388.48,3764.46,-4204.17
-1882.6,3764.46,-4204.17
-3262.99,3889.95,-4204.17
-2133.58,3889.95,-4204.17
-3137.5,4015.44,-4204.17
-3012.01,4015.44,-4204.17
-2886.52,4140.93,-4204.17
-2761.03,-5082.6,-4141.42
-3137.5,-4957.11,-4141.42
-3012.01,-4957.11,-4141.42
-2886.52,-4957.11,-4141.42
-2635.54,-4957.11,-4141.42
-3388.48,-4831.62,-4141.42
-3262.99,-4831.62,-4141.42
-2510.05,-4831.62,-4141.42
-2384.56,-4831.62,-4141.42
-3639.46,-4706.13,-4141.42
-3513.97,-4706.13,-4141.42
-2259.07,-4706.13,-4141.42
-3764.95,-4580.64,-4141.42
-2133.58,-4580.64,-4141.42
-3890.44,-4455.15,-4141.42
-2008.09,-4455.15,-4141.42
-4141.42,-4329.66,-4141.42
-4015.93,-4329.66,-4141.42
-1882.6,-4329.66,-4141.42
-1757.11,-4329.66,-4141.42
-4266.91,-4204.17,-4141.42
-1631.62,-4204.17,-4141.42
-4392.4,-4078.68,-4141.42
-4517.89,-3953.19,-4141.42
-1506.13,-3953.19,-4141.42
-4643.38,-3827.7,-4141.42
-1380.64,-3827.7,-4141.42
-4768.87,-3702.21,-4141.42
-1255.15,-3702.21,-4141.42
-4894.36,-3576.72,-4141.42
-1129.66,-3576.72,-4141.42
-5019.85,-3451.23,-4141.42
-1004.17,-3325.74,-4141.42
-5145.34,-3200.25,-4141.42
-878.677,-3200.25,-4141.42
-5270.83,-3074.75,-4141.42
-5396.32,-2949.26,-4141.42
-753.187,-2949.26,-4141.42
-5521.81,-2823.77,-4141.42
-627.696,-2823.77,-4141.42
-5647.3,-2572.79,-4141.42
-502.206,-2572.79,-4141.42
-376.716,-2447.3,-4141.42
-5772.79,-2321.81,-4141.42
-251.226,-2196.32,-4141.42
-5898.28,-2070.83,-4141.42
-125.735,-1945.34,-4141.42
-0.245117,-1819.85,-4141.42
-6023.77,-1694.36,-4141.42
125.245,-1568.87,-4141.42
250.735,-1317.89,-4141.42
376.226,-1066.91,-4141.42
501.715,-815.932,-4141.42
627.205,-439.461,-4141.42
-6023.77,-62.9902,-4141.42
-5898.28,438.971,-4141.42
627.205,564.461,-4141.42
501.715,689.951,-4141.42
-5772.79,815.441,-4141.42
376.226,815.441,-4141.42
250.735,940.932,-4141.42
-5647.3,1066.42,-4141.42
125.245,1066.42,-4141.42
-5521.81,1317.4,-4141.42
-0.245117,1317.4,-4141.42
-5396.32,1568.38,-4141.42
-5270.83,1819.36,-4141.42
-5145.34,1944.85,-4141.42
-5019.85,2195.83,-4141.42
-4894.36,2321.32,-4141.42
-4768.87,2446.81,-4141.42
-4643.38,2572.3,-4141.42
-4517.89,2697.79,-4141.42
-125.735,2697.79,-4141.42
-4392.4,2823.29,-4141.42
-376.716,2948.78,-4141.42
-251.226,2948.78,-4141.42
-4266.91,3074.27,-4141.42
-502.206,3074.27,-4141.42
-4141.42,3199.76,-4141.42
-753.187,3199.76,-4141.42
-627.696,3199.76,-4141.42
-4015.93,3325.24,-4141.42
-1004.17,3325.24,-4141.42
-878.677,3325.24,-4141.42
-3890.44,3450.73,-4141.42
-1255.15,3450.73,-4141.42
-1129.66,3450.73,-4141.42
-3764.95,3576.22,-4141.42
-1506.13,3576.22,-4141.42
-1380.64,3576.22,-4141.42
-3639.46,3701.71,-4141.42
-3513.97,3701.71,-4141.42
-1757.11,3701.71,-4141.42
-1631.62,3701.71,-4141.42
-3388.48,3827.21,-4141.42
-2008.09,3827.21,-4141.42
-1882.6,3827.21,-4141.42
-3262.99,3952.7,-4141.42
-2259.07,3952.7,-4141.42
-2133.58,3952.7,-4141.42
-3137.5,4078.19,-4141.42
-3012.01,4078.19,-4141.42
-2510.05,4078.19,-4141.42
-2384.56,4078.19,-4141.42
-2886.52,4203.68,-4141.42
-2761.03,4203.68,-4141.42
-2635.54,4203.68,-4141.42
-2823.77,-5019.85,-4141.42
-2698.28,-5019.85,-4141.42
-3200.25,-4894.36,-4141.42
-2572.79,-4894.36,-4141.42
-3451.23,-4768.87,-4141.42
-2321.81,-4768.87,-4141.42
-3702.21,-4643.38,-4141.42
-2196.32,-4643.38,-4141.42
-3827.7,-4517.89,-4141.42
-2070.83,-4517.89,-4141.42
-3953.19,-4392.4,-4141.42
-1945.34,-4392.4,-4141.42
-4204.17,-4266.91,-4141.42
-1694.36,-4266.91,-4141.42
-4329.66,-4141.42,-4141.42
-1568.87,-4141.42,-4141.42
-4455.15,-4015.93,-4141.42
-1568.87,-4015.93,-4141.42
-4580.64,-3890.44,-4141.42
-1443.38,-3890.44,-4141.42
-4706.13,-3764.95,-4141.42
-1317.89,-3764.95,-4141.42
-4831.62,-3639.46,-4141.42
-1192.4,-3639.46,-4141.42
-4957.11,-3513.97,-4141.42
-1066.91,-3513.97,-4141.42
-5082.6,-3388.48,-4141.42
-1066.91,-3388.48,-4141.42
-5082.6,-3262.99,-4141.42
-941.422,-3262.99,-4141.42
-5208.09,-3137.5,-4141.42
-815.932,-3137.5,-4141.42
-5333.58,-3012.01,-4141.42
-815.932,-3012.01,-4141.42
-5459.07,-2886.52,-4141.42
-690.441,-2886.52,-4141.42
-5584.56,-2761.03,-4141.42
-564.951,-2761.03,-4141.42
-5584.56,-2635.54,-4141.42
-564.951,-2635.54,-4141.42
-5710.05,-2510.05,-4141.42
-439.461,-2510.05,-4141.42
-5710.05,-2384.56,-4141.42
-313.971,-2384.56,-4141.42
-5835.54,-2259.07,-4141.42
-313.971,-2259.07,-4141.42
-5835.54,-2133.58,-4141.42
-188.48,-2133.58,-4141.42
-5961.03,-2008.09,-4141.42
-188.48,-2008.09,-4141.42
-5961.03,-1882.6,-4141.42
-62.9902,-1882.6,-4141.42
-5961.03,-1757.11,-4141.42
62.5,-1757.11,-4141.42
-6086.52,-1631.62,-4141.42
62.5,-1631.62,-4141.42
-6086.52,-1506.13,-4141.42
187.99,-1506.13,-4141.42
-6086.52,-1380.64,-4141.42
187.99,-1380.64,-4141.42
-6086.52,-1255.15,-4141.42
313.48,-1255.15,-4141.42
-6086.52,-1129.66,-4141.42
313.48,-1129.66,-4141.42
-6086.52,-1004.17,-4141.42
438.971,-1004.17,-4141.42
-6086.52,-878.677,-4141.42
438.971,-878.677,-4141.42
-6086.52,-753.187,-4141.42
564.461,-753.187,-4141.42
-6086.52,-627.696,-4141.42
564.461,-627.696,-4141.42
-6086.52,-502.206,-4141.42
564.461,-502.206,-4141.42
-6086.52,-376.716,-4141.42
689.951,-376.716,-4141.42
-6086.52,-251.226,-4141.42
689.951,-251.226,-4141.42
-6086.52,-125.735,-4141.42
689.951,-125.735,-4141.42
-5961.03,-0.245117,-4141.42
689.951,-0.245117,-4141.42
-5961.03,125.245,-4141.42
689.951,125.245,-4141.42
-5961.03,250.735,-4141.42
689.951,250.735,-4141.42
-5961.03,376.226,-4141.42
689.951,376.226,-4141.42
-5835.54,501.715,-4141.42
689.951,501.715,-4141.42
-5835.54,627.205,-4141.42
564.461,627.205,-4141.42
-5835.54,752.695,-4141.42
438.971,752.695,-4141.42
-5710.05,878.186,-4141.42
313.48,878.186,-4141.42
-5710.05,1003.68,-4141.42
187.99,1003.68,-4141.42
-5584.56,1129.17,-4141.42
62.5,1129.17,-4141.42
-5584.56,1254.66,-4141.42
62.5,1254.66,-4141.42
-5459.07,1380.15,-4141.42
-62.9902,1380.15,-4141.42
-5459.07,1505.64,-4141.42
-62.9902,1505.64,-4141.42
-5333.58,1631.13,-4141.42
-62.9902,1631.13,-4141.42
-5333.58,1756.62,-4141.42
-62.9902,1756.62,-4141.42
-5208.09,1882.11,-4141.42
-62.9902,1882.11,-4141.42
-5082.6,2007.6,-4141.42
-62.9902,2007.6,-4141.42
-5082.6,2133.09,-4141.42
-62.9902,2133.09,-4141.42
-4957.11,2258.58,-4141.42
-62.9902,2258.58,-4141.42
-4831.62,2384.07,-4141.42
-62.9902,2384.07,-4141.42
-4706.13,2509.56,-4141.42
-62.9902,2509.56,-4141.42
-4580.64,2635.05,-4141.42
-62.9902,2635.05,-4141.42
-4455.15,2760.54,-4141.42
-188.48,2760.54,-4141.42
-4329.66,2886.03,-4141.42
-188.48,2886.03,-4141.42
-4329.66,3011.52,-4141.42
-439.461,3011.52,-4141.42
-4204.17,3137.01,-4141.42
-564.951,3137.01,-4141.42
-4078.68,3262.5,-4141.42
-815.932,3262.5,-4141.42
-3953.19,3387.99,-4141.42
-1066.91,3387.99,-4141.42
-3827.7,3513.48,-4141.42
-1317.89,3513.48,-4141.42
-3702.21,3638.97,-4141.42
-1568.87,3638.97,-4141.42
-3451.23,3764.46,-4141.42
-1819.85,3764.46,-4141.42
-3325.74,3889.95,-4141.42
-2070.83,3889.95,-4141.42
-3200.25,4015.44,-4141.42
-2321.81,4015.44,-4141.42
-2949.26,4140.93,-4141.42
-2572.79,4140.93,-4141.42
-3137.5,-5019.85,-4078.68
-3012.01,-5019.85,-4078.68
-2886.52,-5019.85,-4078.68
-3513.97,-4894.36,-4078.68
-3388.48,-4894.36,-4078.68
-3262.99,-4894.36,-4078.68
-2510.05,-4894.36,-4078.68
-3639.46,-4768.87,-4078.68
-3513.97,-4768.87,-4078.68
-3890.44,-4643.38,-4078.68
-3764.95,-4643.38,-4078.68
-4015.93,-4517.89,-4078.68
-3890.44,-4517.89,-4078.68
-4266.91,-4392.4,-4078.68
-4141.42,-4392.4,-4078.68
-4015.93,-4392.4,-4078.68
-4392.4,-4266.91,-4078.68
-4266.91,-4266.91,-4078.68
-1757.11,-4266.91,-4078.68
-4517.89,-4141.42,-4078.68
-4392.4,-4141.42,-4078.68
-1631.62,-4141.42,-4078.68
-4643.38,-4015.93,-4078.68
-4517.89,-4015.93,-4078.68
-4768.87,-3890.44,-4078.68
-4643.38,-3890.44,-4078.68
-4894.36,-3764.95,-4078.68
-4768.87,-3764.95,-4078.68
-5019.85,-3639.46,-4078.68
-4894.36,-3639.46,-4078.68
-5145.34,-3513.97,-4078.68
-5019.85,-3513.97,-4078.68
-5270.83,-3388.48,-4078.68
-5145.34,-3388.48,-4078.68
-5396.32,-3262.99,-4078.68
-5270.83,-3262.99,-4078.68
-5145.34,-3262.99,-4078.68
-5396.32,-3137.5,-4078.68
-5270.83,-3137.5,-4078.68
-5521.81,-3012.01,-4078.68
-5396.32,-3012.01,-4078.68
-753.187,-3012.01,-4078.68
-5647.3,-2886.52,-4078.68
-5521.81,-2886.52,-4078.68
-5772.79,-2761.03,-4078.68
-5647.3,-2761.03,-4078.68
-5772.79,-2635.54,-4078.68
-5647.3,-2635.54,-4078.68
-502.206,-2635.54,-4078.68
-5898.28,-2510.05,-4078.68
-5772.79,-2510.05,-4078.68
-5898.28,-2384.56,-4078.68
-5772.79,-2384.56,-4078.68
-6023.77,-2259.07,-4078.68
-5898.28,-2259.07,-4078.68
-251.226,-2259.07,-4078.68
-6023.77,-2133.58,-4078.68
-5898.28,-2133.58,-4078.68
-6023.77,-2008.09,-4078.68
-125.735,-2008.09,-4078.68
-6149.26,-1882.6,-4078.68
-6023.77,-1882.6,-4078.68
-0.245117,-1882.6,-4078.68
-6149.26,-1757.11,-4078.68
-6023.77,-1757.11,-4078.68
-6149.26,-1631.62,-4078.68
125.245,-1631.62,-4078.68
-6149.26,-1506.13,-4078.68
-6149.26,-1380.64,-4078.68
250.735,-1380.64,-4078.68
-6149.26,-1255.15,-4078.68
-6274.75,-1129.66,-4078.68
-6149.26,-1129.66,-4078.68
376.226,-1129.66,-4078.68
-6274.75,-1004.17,-4078.68
-6149.26,-1004.17,-4078.68
-6274.75,-878.677,-4078.68
-6149.26,-878.677,-4078.68
501.715,-878.677,-4078.68
-6149.26,-753.187,-4078.68
-6149.26,-627.696,-4078.68
627.205,-627.696,-4078.68
-6149.26,-502.206,-4078.68
627.205,-502.206,-4078.68
-6149.26,-376.716,-4078.68
-6149.26,-251.226,-4078.68
-6149.26,-125.735,-4078.68
752.695,-125.735,-4078.68
-6149.26,-0.245117,-4078.68
-6023.77,-0.245117,-4078.68
752.695,-0.245117,-4078.68
-6023.77,125.245,-4078.68
752.695,125.245,-4078.68
-6023.77,250.735,-4078.68
752.695,250.735,-4078.68
-6023.77,376.226,-4078.68
752.695,376.226,-4078.68
-5898.28,501.715,-4078.68
752.695,501.715,-4078.68
-5898.28,627.205,-4078.68
627.205,627.205,-4078.68
-5898.28,752.695,-4078.68
501.715,752.695,-4078.68
-5772.79,878.186,-4078.68
376.226,878.186,-4078.68
-5772.79,1003.68,-4078.68
250.735,1003.68,-4078.68
-5647.3,1129.17,-4078.68
125.245,1129.17,-4078.68
-5647.3,1254.66,-4078.68
125.245,1254.66,-4078.68
-5521.81,1380.15,-4078.68
-0.245117,1380.15,-4078.68
-5521.81,1505.64,-4078.68
-0.245117,1505.64,-4078.68
-5396.32,1631.13,-4078.68
-0.245117,1631.13,-4078.68
-5396.32,1756.62,-4078.68
-5270.83,1882.11,-4078.68
-5145.34,2007.6,-4078.68
-5145.34,2133.09,-4078.68
-5019.85,2258.58,-4078.68
-4894.36,2384.07,-4078.68
-4768.87,2509.56,-4078.68
-4643.38,2635.05,-4078.68
-4517.89,2760.54,-4078.68
-125.735,2760.54,-4078.68
-4517.89,2886.03,-4078.68
-4392.4,2886.03,-4078.68
-4392.4,3011.52,-4078.68
-376.716,3011.52,-4078.68
-4266.91,3137.01,-4078.68
-4141.42,3262.5,-4078.68
-4015.93,3387.99,-4078.68
-3890.44,3513.48,-4078.68
-3764.95,3638.97,-4078.68
-3513.97,3764.46,-4078.68
-3388.48,3889.95,-4078.68
-3262.99,4015.44,-4078.68
-3137.5,4140.93,-4078.68
-3012.01,4140.93,-4078.68
-2886.52,4266.42,-4078.68
-3137.5,-5082.6,-4015.93
-3012.01,-5082.6,-4015.93
-2886.52,-5082.6,-4015.93
-2761.03,-5082.6,-4015.93
-3513.97,-4957.11,-4015.93
-3388.48,-4957.11,-4015.93
-3262.99,-4957.11,-4015.93
-2635.54,-4957.11,-4015.93
-2510.05,-4957.11,-4015.93
-3639.46,-4831.62,-4015.93
-2384.56,-4831.62,-4015.93
-3890.44,-4706.13,-4015.93
-3764.95,-4706.13,-4015.93
-2259.07,-4706.13,-4015.93
-4015.93,-4580.64,-4015.93
-2133.58,-4580.64,-4015.93
-4266.91,-4455.15,-4015.93
-4141.42,-4455.15,-4015.93
-2008.09,-4455.15,-4015.93
-4392.4,-4329.66,-4015.93
-1882.6,-4329.66,-4015.93
-4517.89,-4204.17,-4015.93
-1757.11,-4204.17,-4015.93
-4643.38,-4078.68,-4015.93
-1631.62,-4078.68,-4015.93
